time;target;day;month;year
23;440.674;12;9;2022
0;397.198;13;9;2022
1;362.258;13;9;2022
2;342.698;13;9;2022
3;335.831;13;9;2022
4;331.534;13;9;2022
5;332.24;13;9;2022
6;343.614;13;9;2022
7;376.867;13;9;2022
8;422.183;13;9;2022
9;467.301;13;9;2022
10;491.832;13;9;2022
11;499.363;13;9;2022
12;495.754;13;9;2022
13;490.092;13;9;2022
14;492.498;13;9;2022
15;495.564;13;9;2022
16;493.895;13;9;2022
17;488.689;13;9;2022
18;484.33;13;9;2022
19;493.926;13;9;2022
20;514.411;13;9;2022
21;505.964;13;9;2022
22;480.751;13;9;2022
23;443.008;13;9;2022
0;397.34;14;9;2022
1;363.034;14;9;2022
2;342.458;14;9;2022
3;332.744;14;9;2022
4;328.032;14;9;2022
5;331.718;14;9;2022
6;343.809;14;9;2022
7;377.382;14;9;2022
8;424.477;14;9;2022
9;467.548;14;9;2022
10;489.657;14;9;2022
11;498.161;14;9;2022
12;493.513;14;9;2022
13;485.732;14;9;2022
14;485.911;14;9;2022
15;486.32;14;9;2022
16;485.525;14;9;2022
17;482.456;14;9;2022
18;476.215;14;9;2022
19;487.228;14;9;2022
20;509.479;14;9;2022
21;503.783;14;9;2022
22;480.082;14;9;2022
23;443.058;14;9;2022
0;396.66;15;9;2022
1;362.705;15;9;2022
2;342.995;15;9;2022
3;334.525;15;9;2022
4;329.648;15;9;2022
5;331.987;15;9;2022
6;344.434;15;9;2022
7;374.189;15;9;2022
8;418.269;15;9;2022
9;462.256;15;9;2022
10;488.359;15;9;2022
11;498.762;15;9;2022
12;494.885;15;9;2022
13;490.632;15;9;2022
14;494.394;15;9;2022
15;492.675;15;9;2022
16;490.661;15;9;2022
17;480.69;15;9;2022
18;474.591;15;9;2022
19;480.059;15;9;2022
20;503.236;15;9;2022
21;499.848;15;9;2022
22;475.761;15;9;2022
23;443.282;15;9;2022
0;396.962;16;9;2022
1;361.928;16;9;2022
2;343.592;16;9;2022
3;335.611;16;9;2022
4;329.456;16;9;2022
5;331.746;16;9;2022
6;344.974;16;9;2022
7;376.214;16;9;2022
8;422.037;16;9;2022
9;467.143;16;9;2022
10;495.326;16;9;2022
11;504.894;16;9;2022
12;502.795;16;9;2022
13;499.772;16;9;2022
14;500.031;16;9;2022
15;498.862;16;9;2022
16;497.694;16;9;2022
17;494.198;16;9;2022
18;493.079;16;9;2022
19;499.193;16;9;2022
20;513.46;16;9;2022
21;503.47;16;9;2022
22;479.55;16;9;2022
23;450.321;16;9;2022
0;410.01;17;9;2022
1;375.93;17;9;2022
2;355.69;17;9;2022
3;344.077;17;9;2022
4;337.939;17;9;2022
5;336.114;17;9;2022
6;342.345;17;9;2022
7;353.591;17;9;2022
8;385.895;17;9;2022
9;433.562;17;9;2022
10;468.527;17;9;2022
11;485.541;17;9;2022
12;483.838;17;9;2022
13;477.243;17;9;2022
14;472.944;17;9;2022
15;470.534;17;9;2022
16;468.635;17;9;2022
17;467.132;17;9;2022
18;468.704;17;9;2022
19;475.956;17;9;2022
20;492.472;17;9;2022
21;487.808;17;9;2022
22;466.617;17;9;2022
23;438.272;17;9;2022
0;400.588;18;9;2022
1;366.396;18;9;2022
2;345.903;18;9;2022
3;333.714;18;9;2022
4;327.705;18;9;2022
5;329.634;18;9;2022
6;333.505;18;9;2022
7;339.154;18;9;2022
8;365.237;18;9;2022
9;409.044;18;9;2022
10;444.14;18;9;2022
11;466.501;18;9;2022
12;468.123;18;9;2022
13;462.577;18;9;2022
14;461.075;18;9;2022
15;461.056;18;9;2022
16;460.752;18;9;2022
17;460.978;18;9;2022
18;468.701;18;9;2022
19;483.569;18;9;2022
20;507.736;18;9;2022
21;503.973;18;9;2022
22;479.29;18;9;2022
23;442.746;18;9;2022
0;400.407;19;9;2022
1;366.511;19;9;2022
2;344.928;19;9;2022
3;335.193;19;9;2022
4;331.451;19;9;2022
5;332.644;19;9;2022
6;349.64;19;9;2022
7;384.592;19;9;2022
8;429.173;19;9;2022
9;472.336;19;9;2022
10;499.586;19;9;2022
11;512.932;19;9;2022
12;510.615;19;9;2022
13;501.025;19;9;2022
14;500.564;19;9;2022
15;500.779;19;9;2022
16;496.837;19;9;2022
17;492.892;19;9;2022
18;486.821;19;9;2022
19;496.211;19;9;2022
20;523.083;19;9;2022
21;511.137;19;9;2022
22;485.161;19;9;2022
23;448.312;19;9;2022
0;401.934;20;9;2022
1;370.992;20;9;2022
2;350.552;20;9;2022
3;340.627;20;9;2022
4;335.766;20;9;2022
5;337.24;20;9;2022
6;354.431;20;9;2022
7;386.444;20;9;2022
8;430.466;20;9;2022
9;473.694;20;9;2022
10;497.887;20;9;2022
11;505.185;20;9;2022
12;506.054;20;9;2022
13;498.688;20;9;2022
14;498.414;20;9;2022
15;499.797;20;9;2022
16;494.964;20;9;2022
17;488.172;20;9;2022
18;481.566;20;9;2022
19;494.801;20;9;2022
20;521.109;20;9;2022
21;512.629;20;9;2022
22;486.605;20;9;2022
23;451.986;20;9;2022
0;409.179;21;9;2022
1;373.806;21;9;2022
2;353.608;21;9;2022
3;346.17;21;9;2022
4;343.79;21;9;2022
5;344.947;21;9;2022
6;359.836;21;9;2022
7;391.667;21;9;2022
8;433.026;21;9;2022
9;475.83;21;9;2022
10;504.243;21;9;2022
11;509.606;21;9;2022
12;506.189;21;9;2022
13;502.513;21;9;2022
14;501.684;21;9;2022
15;502.402;21;9;2022
16;497.842;21;9;2022
17;492.59;21;9;2022
18;485.478;21;9;2022
19;500.773;21;9;2022
20;524.155;21;9;2022
21;514.273;21;9;2022
22;489.016;21;9;2022
23;457.621;21;9;2022
0;411.859;22;9;2022
1;378.024;22;9;2022
2;359.492;22;9;2022
3;350.435;22;9;2022
4;343.411;22;9;2022
5;343.708;22;9;2022
6;359.681;22;9;2022
7;391.018;22;9;2022
8;435.505;22;9;2022
9;481.148;22;9;2022
10;506.852;22;9;2022
11;515.238;22;9;2022
12;511.301;22;9;2022
13;503.598;22;9;2022
14;503.247;22;9;2022
15;502.441;22;9;2022
16;495.124;22;9;2022
17;489.418;22;9;2022
18;482.085;22;9;2022
19;496.509;22;9;2022
20;524.609;22;9;2022
21;515.345;22;9;2022
22;492.942;22;9;2022
23;460.261;22;9;2022
0;416.465;23;9;2022
1;383.872;23;9;2022
2;363.074;23;9;2022
3;353.256;23;9;2022
4;346.979;23;9;2022
5;349.599;23;9;2022
6;366.522;23;9;2022
7;396.431;23;9;2022
8;440.094;23;9;2022
9;483.595;23;9;2022
10;510.153;23;9;2022
11;520.96;23;9;2022
12;520.245;23;9;2022
13;515.57;23;9;2022
14;516.29;23;9;2022
15;513.371;23;9;2022
16;507.816;23;9;2022
17;502.66;23;9;2022
18;502.308;23;9;2022
19;516.476;23;9;2022
20;532.009;23;9;2022
21;519.029;23;9;2022
22;496.841;23;9;2022
23;470.665;23;9;2022
0;431.002;24;9;2022
1;394.919;24;9;2022
2;373.517;24;9;2022
3;361.134;24;9;2022
4;353.133;24;9;2022
5;351.61;24;9;2022
6;360.481;24;9;2022
7;371.707;24;9;2022
8;399.292;24;9;2022
9;444.05;24;9;2022
10;474.464;24;9;2022
11;490.29;24;9;2022
12;490.133;24;9;2022
13;488.463;24;9;2022
14;488.39;24;9;2022
15;485.601;24;9;2022
16;482.2;24;9;2022
17;481.014;24;9;2022
18;486.765;24;9;2022
19;506.768;24;9;2022
20;525.136;24;9;2022
21;512.461;24;9;2022
22;490.083;24;9;2022
23;463.755;24;9;2022
0;427.608;25;9;2022
1;392.567;25;9;2022
2;370.989;25;9;2022
3;358.905;25;9;2022
4;351.321;25;9;2022
5;349.954;25;9;2022
6;355.293;25;9;2022
7;358.576;25;9;2022
8;382.739;25;9;2022
9;424.795;25;9;2022
10;453.546;25;9;2022
11;470.062;25;9;2022
12;467.809;25;9;2022
13;462.656;25;9;2022
14;460.376;25;9;2022
15;457.749;25;9;2022
16;455.736;25;9;2022
17;456.007;25;9;2022
18;462.557;25;9;2022
19;486.396;25;9;2022
20;518.227;25;9;2022
21;511.789;25;9;2022
22;489.577;25;9;2022
23;453.497;25;9;2022
0;411.593;26;9;2022
1;378.729;26;9;2022
2;359.507;26;9;2022
3;349.13;26;9;2022
4;345.214;26;9;2022
5;346.603;26;9;2022
6;364.486;26;9;2022
7;401.991;26;9;2022
8;446.46;26;9;2022
9;492.298;26;9;2022
10;520.413;26;9;2022
11;527.836;26;9;2022
12;525.288;26;9;2022
13;518.221;26;9;2022
14;516.032;26;9;2022
15;514.723;26;9;2022
16;512.929;26;9;2022
17;505.145;26;9;2022
18;500.019;26;9;2022
19;521.973;26;9;2022
20;533.84;26;9;2022
21;522.356;26;9;2022
22;495.563;26;9;2022
23;462.188;26;9;2022
0;418.894;27;9;2022
1;386.883;27;9;2022
2;365.414;27;9;2022
3;356.696;27;9;2022
4;350.767;27;9;2022
5;352.454;27;9;2022
6;368.764;27;9;2022
7;405.101;27;9;2022
8;445.707;27;9;2022
9;490.717;27;9;2022
10;517.168;27;9;2022
11;522.162;27;9;2022
12;516.124;27;9;2022
13;510.151;27;9;2022
14;508.016;27;9;2022
15;505.521;27;9;2022
16;500.012;27;9;2022
17;497.491;27;9;2022
18;493.299;27;9;2022
19;521.479;27;9;2022
20;535.395;27;9;2022
21;523.225;27;9;2022
22;498.03;27;9;2022
23;462.083;27;9;2022
0;417.995;28;9;2022
1;383.559;28;9;2022
2;364.373;28;9;2022
3;353.802;28;9;2022
4;349.419;28;9;2022
5;350.2;28;9;2022
6;366.595;28;9;2022
7;403.937;28;9;2022
8;448.465;28;9;2022
9;501.21;28;9;2022
10;534.973;28;9;2022
11;551.224;28;9;2022
12;557.099;28;9;2022
13;553.458;28;9;2022
14;553.985;28;9;2022
15;547.913;28;9;2022
16;541.55;28;9;2022
17;529.281;28;9;2022
18;516.41;28;9;2022
19;538.31;28;9;2022
20;547.108;28;9;2022
21;533.54;28;9;2022
22;508.916;28;9;2022
23;476.054;28;9;2022
0;431.808;29;9;2022
1;397.241;29;9;2022
2;375.428;29;9;2022
3;367.443;29;9;2022
4;361.468;29;9;2022
5;364.569;29;9;2022
6;379.65;29;9;2022
7;415.555;29;9;2022
8;457.746;29;9;2022
9;504.319;29;9;2022
10;531.801;29;9;2022
11;539.028;29;9;2022
12;532.125;29;9;2022
13;521.354;29;9;2022
14;517.048;29;9;2022
15;512.605;29;9;2022
16;509.339;29;9;2022
17;504.452;29;9;2022
18;501.783;29;9;2022
19;527.273;29;9;2022
20;545.148;29;9;2022
21;534.759;29;9;2022
22;510.39;29;9;2022
23;478.231;29;9;2022
0;431.912;30;9;2022
1;397.17;30;9;2022
2;377.082;30;9;2022
3;365.584;30;9;2022
4;360.539;30;9;2022
5;363.924;30;9;2022
6;382.436;30;9;2022
7;417.896;30;9;2022
8;459.536;30;9;2022
9;504.207;30;9;2022
10;526.588;30;9;2022
11;528.532;30;9;2022
12;520.339;30;9;2022
13;512.302;30;9;2022
14;509.784;30;9;2022
15;506.744;30;9;2022
16;501.039;30;9;2022
17;494.379;30;9;2022
18;489.816;30;9;2022
19;518.905;30;9;2022
20;536.106;30;9;2022
21;524.275;30;9;2022
22;503.367;30;9;2022
23;473.56;30;9;2022
0;432.876;1;10;2022
1;399.688;1;10;2022
2;375.59;1;10;2022
3;364.347;1;10;2022
4;357.779;1;10;2022
5;355.765;1;10;2022
6;364.908;1;10;2022
7;377.813;1;10;2022
8;402.582;1;10;2022
9;450.282;1;10;2022
10;480.699;1;10;2022
11;492.688;1;10;2022
12;488.263;1;10;2022
13;478.728;1;10;2022
14;473.826;1;10;2022
15;468.461;1;10;2022
16;464.529;1;10;2022
17;466.917;1;10;2022
18;477.7;1;10;2022
19;509.335;1;10;2022
20;523.986;1;10;2022
21;510.008;1;10;2022
22;487.727;1;10;2022
23;456.657;1;10;2022
0;420.161;2;10;2022
1;387.712;2;10;2022
2;367.951;2;10;2022
3;357.611;2;10;2022
4;351.335;2;10;2022
5;348.156;2;10;2022
6;353.52;2;10;2022
7;362.344;2;10;2022
8;377.32;2;10;2022
9;418.814;2;10;2022
10;458.299;2;10;2022
11;481.773;2;10;2022
12;488.446;2;10;2022
13;483.118;2;10;2022
14;479.671;2;10;2022
15;476.522;2;10;2022
16;473.821;2;10;2022
17;474.633;2;10;2022
18;481.315;2;10;2022
19;514.66;2;10;2022
20;531.914;2;10;2022
21;521.35;2;10;2022
22;497.281;2;10;2022
23;460.626;2;10;2022
0;416.25;3;10;2022
1;379.193;3;10;2022
2;359.314;3;10;2022
3;348.943;3;10;2022
4;345.714;3;10;2022
5;344.426;3;10;2022
6;362.224;3;10;2022
7;403.739;3;10;2022
8;445.954;3;10;2022
9;494.344;3;10;2022
10;527.101;3;10;2022
11;535.048;3;10;2022
12;533.371;3;10;2022
13;523.984;3;10;2022
14;522.494;3;10;2022
15;516.94;3;10;2022
16;513.864;3;10;2022
17;507.198;3;10;2022
18;501.562;3;10;2022
19;529.843;3;10;2022
20;543.732;3;10;2022
21;528.2;3;10;2022
22;507.224;3;10;2022
23;469.297;3;10;2022
0;423.395;4;10;2022
1;388.887;4;10;2022
2;369.433;4;10;2022
3;360.956;4;10;2022
4;355.671;4;10;2022
5;356.243;4;10;2022
6;372.147;4;10;2022
7;409.089;4;10;2022
8;452.388;4;10;2022
9;495.988;4;10;2022
10;526.389;4;10;2022
11;532.936;4;10;2022
12;529.651;4;10;2022
13;518.34;4;10;2022
14;517.911;4;10;2022
15;514.598;4;10;2022
16;512.366;4;10;2022
17;506.782;4;10;2022
18;500.243;4;10;2022
19;529.866;4;10;2022
20;543.304;4;10;2022
21;528.379;4;10;2022
22;510.365;4;10;2022
23;470.796;4;10;2022
0;425.789;5;10;2022
1;391.49;5;10;2022
2;373.062;5;10;2022
3;361.758;5;10;2022
4;356.924;5;10;2022
5;359.864;5;10;2022
6;376.838;5;10;2022
7;417.324;5;10;2022
8;455.59;5;10;2022
9;500.422;5;10;2022
10;528.922;5;10;2022
11;535.572;5;10;2022
12;534.727;5;10;2022
13;525.084;5;10;2022
14;524.97;5;10;2022
15;522.535;5;10;2022
16;517.681;5;10;2022
17;514.368;5;10;2022
18;510.305;5;10;2022
19;536.715;5;10;2022
20;543.885;5;10;2022
21;526.54;5;10;2022
22;508.258;5;10;2022
23;470.263;5;10;2022
0;424.515;6;10;2022
1;391.621;6;10;2022
2;371.951;6;10;2022
3;362.25;6;10;2022
4;357.793;6;10;2022
5;359.46;6;10;2022
6;375.6;6;10;2022
7;414.691;6;10;2022
8;454.945;6;10;2022
9;498.502;6;10;2022
10;525.86;6;10;2022
11;533.025;6;10;2022
12;526.616;6;10;2022
13;511.977;6;10;2022
14;508.18;6;10;2022
15;506.366;6;10;2022
16;505.999;6;10;2022
17;501.376;6;10;2022
18;495.802;6;10;2022
19;528.541;6;10;2022
20;539.59;6;10;2022
21;523.701;6;10;2022
22;503.548;6;10;2022
23;467.027;6;10;2022
0;422.375;7;10;2022
1;387.665;7;10;2022
2;370.636;7;10;2022
3;360.17;7;10;2022
4;356.152;7;10;2022
5;356.648;7;10;2022
6;374.207;7;10;2022
7;412.346;7;10;2022
8;448.74;7;10;2022
9;491.597;7;10;2022
10;516.343;7;10;2022
11;521.169;7;10;2022
12;516.65;7;10;2022
13;507.033;7;10;2022
14;504.608;7;10;2022
15;500.056;7;10;2022
16;495.452;7;10;2022
17;490.136;7;10;2022
18;490.598;7;10;2022
19;524.611;7;10;2022
20;531.273;7;10;2022
21;517.677;7;10;2022
22;500.704;7;10;2022
23;469.415;7;10;2022
0;431.322;8;10;2022
1;398.008;8;10;2022
2;377.883;8;10;2022
3;366.174;8;10;2022
4;359.222;8;10;2022
5;357.12;8;10;2022
6;364.865;8;10;2022
7;380.547;8;10;2022
8;404.021;8;10;2022
9;450.561;8;10;2022
10;484.16;8;10;2022
11;497.706;8;10;2022
12;493.595;8;10;2022
13;487.071;8;10;2022
14;485.386;8;10;2022
15;482.086;8;10;2022
16;481.119;8;10;2022
17;484.792;8;10;2022
18;491.055;8;10;2022
19;524.97;8;10;2022
20;530.277;8;10;2022
21;513.336;8;10;2022
22;491.918;8;10;2022
23;459.741;8;10;2022
0;424.413;9;10;2022
1;392.887;9;10;2022
2;372.424;9;10;2022
3;360.528;9;10;2022
4;354.993;9;10;2022
5;353.586;9;10;2022
6;359.287;9;10;2022
7;370.195;9;10;2022
8;383.214;9;10;2022
9;429.128;9;10;2022
10;465.051;9;10;2022
11;484.105;9;10;2022
12;485.471;9;10;2022
13;477.712;9;10;2022
14;475.595;9;10;2022
15;470.431;9;10;2022
16;468.586;9;10;2022
17;471.878;9;10;2022
18;484.326;9;10;2022
19;525.646;9;10;2022
20;536.348;9;10;2022
21;523.728;9;10;2022
22;499.87;9;10;2022
23;463.923;9;10;2022
0;422.323;10;10;2022
1;389.652;10;10;2022
2;369.202;10;10;2022
3;360.53;10;10;2022
4;357.07;10;10;2022
5;358.55;10;10;2022
6;375.823;10;10;2022
7;417.409;10;10;2022
8;454.89;10;10;2022
9;496.579;10;10;2022
10;527.495;10;10;2022
11;531.453;10;10;2022
12;526.028;10;10;2022
13;516.017;10;10;2022
14;515.138;10;10;2022
15;508.383;10;10;2022
16;502.955;10;10;2022
17;500.222;10;10;2022
18;500.796;10;10;2022
19;536.921;10;10;2022
20;540.935;10;10;2022
21;524.9;10;10;2022
22;505.77;10;10;2022
23;469.437;10;10;2022
0;423.313;11;10;2022
1;391.197;11;10;2022
2;372.809;11;10;2022
3;365.204;11;10;2022
4;360.312;11;10;2022
5;362.597;11;10;2022
6;378.03;11;10;2022
7;419.672;11;10;2022
8;454.981;11;10;2022
9;497.217;11;10;2022
10;522.958;11;10;2022
11;528.75;11;10;2022
12;523.215;11;10;2022
13;514.65;11;10;2022
14;512.532;11;10;2022
15;509.304;11;10;2022
16;505.179;11;10;2022
17;502.353;11;10;2022
18;502.819;11;10;2022
19;539.05;11;10;2022
20;537.88;11;10;2022
21;522.01;11;10;2022
22;502.596;11;10;2022
23;467.107;11;10;2022
0;423.991;12;10;2022
1;391.284;12;10;2022
2;372.921;12;10;2022
3;365.414;12;10;2022
4;362.697;12;10;2022
5;363.121;12;10;2022
6;379.299;12;10;2022
7;426.646;12;10;2022
8;459.309;12;10;2022
9;503.826;12;10;2022
10;531.473;12;10;2022
11;534.343;12;10;2022
12;534.899;12;10;2022
13;525.816;12;10;2022
14;522.73;12;10;2022
15;516.234;12;10;2022
16;516.214;12;10;2022
17;514.69;12;10;2022
18;514.258;12;10;2022
19;548.457;12;10;2022
20;546.398;12;10;2022
21;528.384;12;10;2022
22;510.001;12;10;2022
23;474.08;12;10;2022
0;430.765;13;10;2022
1;396.981;13;10;2022
2;377.728;13;10;2022
3;368.464;13;10;2022
4;363.856;13;10;2022
5;366.437;13;10;2022
6;382.377;13;10;2022
7;422.528;13;10;2022
8;459.92;13;10;2022
9;501.732;13;10;2022
10;529.962;13;10;2022
11;539.363;13;10;2022
12;533.823;13;10;2022
13;519.836;13;10;2022
14;522.269;13;10;2022
15;517.473;13;10;2022
16;513.128;13;10;2022
17;509.73;13;10;2022
18;510.946;13;10;2022
19;546.724;13;10;2022
20;544.961;13;10;2022
21;529.678;13;10;2022
22;510.545;13;10;2022
23;475.673;13;10;2022
0;434.171;14;10;2022
1;401.71;14;10;2022
2;381.873;14;10;2022
3;372.472;14;10;2022
4;367.715;14;10;2022
5;368.236;14;10;2022
6;384.96;14;10;2022
7;426.36;14;10;2022
8;460.755;14;10;2022
9;503.877;14;10;2022
10;531.593;14;10;2022
11;536.284;14;10;2022
12;529.527;14;10;2022
13;515.366;14;10;2022
14;514.236;14;10;2022
15;508.588;14;10;2022
16;507.184;14;10;2022
17;508.104;14;10;2022
18;514.285;14;10;2022
19;545.293;14;10;2022
20;539.132;14;10;2022
21;520.289;14;10;2022
22;504.465;14;10;2022
23;475.286;14;10;2022
0;437.295;15;10;2022
1;404.721;15;10;2022
2;385.356;15;10;2022
3;374.113;15;10;2022
4;367.38;15;10;2022
5;365.174;15;10;2022
6;372.859;15;10;2022
7;393.223;15;10;2022
8;414.085;15;10;2022
9;457.901;15;10;2022
10;490.469;15;10;2022
11;504.154;15;10;2022
12;502.437;15;10;2022
13;493.991;15;10;2022
14;489.051;15;10;2022
15;482.047;15;10;2022
16;481.666;15;10;2022
17;486.626;15;10;2022
18;506.531;15;10;2022
19;536.008;15;10;2022
20;528.512;15;10;2022
21;513.836;15;10;2022
22;490.787;15;10;2022
23;460.416;15;10;2022
0;427.259;16;10;2022
1;398.425;16;10;2022
2;376.18;16;10;2022
3;364.512;16;10;2022
4;357.858;16;10;2022
5;357.197;16;10;2022
6;361.305;16;10;2022
7;375.817;16;10;2022
8;387.784;16;10;2022
9;427.709;16;10;2022
10;463.828;16;10;2022
11;485.382;16;10;2022
12;491.063;16;10;2022
13;490.918;16;10;2022
14;487.304;16;10;2022
15;486.28;16;10;2022
16;483.783;16;10;2022
17;488.772;16;10;2022
18;500.258;16;10;2022
19;533.541;16;10;2022
20;529.501;16;10;2022
21;516.644;16;10;2022
22;493.528;16;10;2022
23;456.966;16;10;2022
0;417.061;17;10;2022
1;386.536;17;10;2022
2;365.802;17;10;2022
3;356.281;17;10;2022
4;351.991;17;10;2022
5;353.961;17;10;2022
6;371.101;17;10;2022
7;414.113;17;10;2022
8;447.664;17;10;2022
9;487.221;17;10;2022
10;518.372;17;10;2022
11;522.346;17;10;2022
12;517.418;17;10;2022
13;506.131;17;10;2022
14;503.114;17;10;2022
15;499.166;17;10;2022
16;496.996;17;10;2022
17;496.308;17;10;2022
18;503.97;17;10;2022
19;533.793;17;10;2022
20;528.956;17;10;2022
21;512.792;17;10;2022
22;491.988;17;10;2022
23;453.411;17;10;2022
0;412.092;18;10;2022
1;380.948;18;10;2022
2;362.537;18;10;2022
3;355.067;18;10;2022
4;349.855;18;10;2022
5;353.153;18;10;2022
6;371.697;18;10;2022
7;409.358;18;10;2022
8;445.196;18;10;2022
9;483.904;18;10;2022
10;513.919;18;10;2022
11;521.214;18;10;2022
12;518.22;18;10;2022
13;508.241;18;10;2022
14;508.376;18;10;2022
15;508.061;18;10;2022
16;511.832;18;10;2022
17;512.581;18;10;2022
18;519.576;18;10;2022
19;543.453;18;10;2022
20;534.592;18;10;2022
21;517.518;18;10;2022
22;498.805;18;10;2022
23;463.013;18;10;2022
0;422.924;19;10;2022
1;390.783;19;10;2022
2;372.438;19;10;2022
3;363.139;19;10;2022
4;360.524;19;10;2022
5;364.103;19;10;2022
6;381.243;19;10;2022
7;421.29;19;10;2022
8;457.477;19;10;2022
9;500.295;19;10;2022
10;530.329;19;10;2022
11;539.206;19;10;2022
12;535.533;19;10;2022
13;528.077;19;10;2022
14;526.719;19;10;2022
15;523.815;19;10;2022
16;521.895;19;10;2022
17;520.474;19;10;2022
18;532.158;19;10;2022
19;560.512;19;10;2022
20;548.867;19;10;2022
21;529.987;19;10;2022
22;510.549;19;10;2022
23;473.852;19;10;2022
0;432.132;20;10;2022
1;399.567;20;10;2022
2;381.102;20;10;2022
3;371.056;20;10;2022
4;366.513;20;10;2022
5;368.434;20;10;2022
6;385.58;20;10;2022
7;430.826;20;10;2022
8;466.723;20;10;2022
9;508.011;20;10;2022
10;534.581;20;10;2022
11;540.921;20;10;2022
12;536.995;20;10;2022
13;528.791;20;10;2022
14;532.002;20;10;2022
15;532.948;20;10;2022
16;531.777;20;10;2022
17;530.159;20;10;2022
18;541.772;20;10;2022
19;564.225;20;10;2022
20;554.191;20;10;2022
21;534.827;20;10;2022
22;515.896;20;10;2022
23;482.352;20;10;2022
0;441.156;21;10;2022
1;408.512;21;10;2022
2;388.465;21;10;2022
3;383.283;21;10;2022
4;378.217;21;10;2022
5;381.055;21;10;2022
6;396.984;21;10;2022
7;441.924;21;10;2022
8;479.73;21;10;2022
9;520.89;21;10;2022
10;551.305;21;10;2022
11;563.004;21;10;2022
12;563.646;21;10;2022
13;551.972;21;10;2022
14;554.142;21;10;2022
15;552.283;21;10;2022
16;550.608;21;10;2022
17;548.947;21;10;2022
18;561.662;21;10;2022
19;576.299;21;10;2022
20;562.789;21;10;2022
21;544.239;21;10;2022
22;525.897;21;10;2022
23;492.929;21;10;2022
0;456.033;22;10;2022
1;422.357;22;10;2022
2;402.264;22;10;2022
3;392.783;22;10;2022
4;386.916;22;10;2022
5;385.911;22;10;2022
6;395.467;22;10;2022
7;415.969;22;10;2022
8;432.377;22;10;2022
9;479.177;22;10;2022
10;513.298;22;10;2022
11;529.715;22;10;2022
12;533.692;22;10;2022
13;529.514;22;10;2022
14;527.987;22;10;2022
15;524.188;22;10;2022
16;525.377;22;10;2022
17;531.456;22;10;2022
18;553.776;22;10;2022
19;568.689;22;10;2022
20;553.116;22;10;2022
21;533.126;22;10;2022
22;511.943;22;10;2022
23;483.887;22;10;2022
0;448.658;23;10;2022
1;416.574;23;10;2022
2;395.006;23;10;2022
3;381.349;23;10;2022
4;373.684;23;10;2022
5;371.258;23;10;2022
6;377.495;23;10;2022
7;393.879;23;10;2022
8;405.082;23;10;2022
9;440.886;23;10;2022
10;477.968;23;10;2022
11;503.963;23;10;2022
12;508.948;23;10;2022
13;512.977;23;10;2022
14;512.894;23;10;2022
15;507.269;23;10;2022
16;509.538;23;10;2022
17;517.457;23;10;2022
18;540.741;23;10;2022
19;556.684;23;10;2022
20;549.869;23;10;2022
21;534.786;23;10;2022
22;512.398;23;10;2022
23;477.957;23;10;2022
0;436.083;24;10;2022
1;403.709;24;10;2022
2;384.514;24;10;2022
3;376.112;24;10;2022
4;370.739;24;10;2022
5;372.216;24;10;2022
6;391.349;24;10;2022
7;437.449;24;10;2022
8;478.693;24;10;2022
9;519.251;24;10;2022
10;552.658;24;10;2022
11;572.463;24;10;2022
12;573.033;24;10;2022
13;560.204;24;10;2022
14;557.464;24;10;2022
15;550.091;24;10;2022
16;547.387;24;10;2022
17;542.799;24;10;2022
18;555.087;24;10;2022
19;566.61;24;10;2022
20;551.97;24;10;2022
21;537.326;24;10;2022
22;519.223;24;10;2022
23;485.645;24;10;2022
0;443.407;25;10;2022
1;410.215;25;10;2022
2;391.128;25;10;2022
3;382.093;25;10;2022
4;376.332;25;10;2022
5;379.085;25;10;2022
6;394.254;25;10;2022
7;438.964;25;10;2022
8;476.082;25;10;2022
9;514.693;25;10;2022
10;541.635;25;10;2022
11;548.181;25;10;2022
12;544.109;25;10;2022
13;538.607;25;10;2022
14;539.765;25;10;2022
15;537.206;25;10;2022
16;538.678;25;10;2022
17;535.845;25;10;2022
18;549.305;25;10;2022
19;561.122;25;10;2022
20;550.918;25;10;2022
21;536.202;25;10;2022
22;522.406;25;10;2022
23;487.94;25;10;2022
0;445.204;26;10;2022
1;412.008;26;10;2022
2;392.611;26;10;2022
3;383.185;26;10;2022
4;379.313;26;10;2022
5;380.317;26;10;2022
6;397.223;26;10;2022
7;443.436;26;10;2022
8;480.837;26;10;2022
9;522.436;26;10;2022
10;548.029;26;10;2022
11;553.762;26;10;2022
12;555.227;26;10;2022
13;547.97;26;10;2022
14;551.052;26;10;2022
15;546.809;26;10;2022
16;545.012;26;10;2022
17;549.579;26;10;2022
18;561.979;26;10;2022
19;568.756;26;10;2022
20;553.2;26;10;2022
21;535.532;26;10;2022
22;521.276;26;10;2022
23;486.326;26;10;2022
0;443.664;27;10;2022
1;410.409;27;10;2022
2;391.656;27;10;2022
3;382.504;27;10;2022
4;378.44;27;10;2022
5;380.632;27;10;2022
6;397.336;27;10;2022
7;444.113;27;10;2022
8;481.438;27;10;2022
9;519.416;27;10;2022
10;545.067;27;10;2022
11;553.711;27;10;2022
12;547.711;27;10;2022
13;537.231;27;10;2022
14;534.798;27;10;2022
15;530.604;27;10;2022
16;530.379;27;10;2022
17;532.02;27;10;2022
18;552.81;27;10;2022
