time;target;temp;weather;wind;day;month;year;weekend
7;322.208;16.7;1003;0;14;7;2022;0
8;365.837;16.7;1003;0;14;7;2022;0
9;417.52;18.8;1003;0;14;7;2022;0
10;449.208;18.8;1003;0;14;7;2022;0
11;462.846;18.8;1003;0;14;7;2022;0
12;462.648;19.0;1003;0;14;7;2022;0
13;456.105;19.0;1003;0;14;7;2022;0
14;456.588;19.0;1003;0;14;7;2022;0
15;453.318;18.9;1003;1;14;7;2022;0
16;449.0;18.9;1003;1;14;7;2022;0
17;446.081;18.9;1003;1;14;7;2022;0
18;436.551;16.3;1003;1;14;7;2022;0
19;433.277;16.3;1003;1;14;7;2022;0
20;428.925;16.3;1003;1;14;7;2022;0
21;422.468;13.8;1003;1;14;7;2022;0
22;433.124;13.8;1003;1;14;7;2022;0
23;419.804;13.8;1003;1;14;7;2022;0
0;374.761;11.9;1189;1;15;7;2022;0
1;337.102;11.9;1189;1;15;7;2022;0
2;313.654;11.9;1189;1;15;7;2022;0
3;302.823;12.2;1189;1;15;7;2022;0
4;294.298;12.2;1189;1;15;7;2022;0
5;282.952;12.2;1189;1;15;7;2022;0
6;292.097;12.7;1189;0;15;7;2022;0
7;328.2;12.7;1189;0;15;7;2022;0
8;368.493;12.7;1189;0;15;7;2022;0
9;418.462;17.5;1003;0;15;7;2022;0
10;451.618;17.5;1003;0;15;7;2022;0
11;463.661;17.5;1003;0;15;7;2022;0
12;464.477;16.4;1189;0;15;7;2022;0
13;458.275;16.4;1189;0;15;7;2022;0
14;459.317;16.4;1189;0;15;7;2022;0
15;460.359;17.6;1189;0;15;7;2022;0
16;454.695;17.6;1009;0;15;7;2022;0
17;451.887;17.6;1009;0;15;7;2022;0
18;445.612;16.3;1009;0;15;7;2022;0
19;442.139;16.3;1009;0;15;7;2022;0
20;430.144;16.3;1009;0;15;7;2022;0
21;422.178;13.6;1009;0;15;7;2022;0
22;432.618;13.6;1009;0;15;7;2022;0
23;423.732;13.6;1009;0;15;7;2022;0
0;386.428;10.9;1030;0;16;7;2022;1
1;346.884;10.9;1030;0;16;7;2022;1
2;323.603;10.9;1030;0;16;7;2022;1
3;309.184;10.2;1030;0;16;7;2022;1
4;300.954;10.2;1030;0;16;7;2022;1
5;283.433;10.2;1030;0;16;7;2022;1
6;285.299;14.9;1003;0;16;7;2022;1
7;307.167;14.9;1003;0;16;7;2022;1
8;338.354;14.9;1003;0;16;7;2022;1
9;385.799;17.3;1003;0;16;7;2022;1
10;422.701;17.3;1003;0;16;7;2022;1
11;442.362;17.3;1003;0;16;7;2022;1
12;445.872;12.8;1243;0;16;7;2022;1
13;445.707;12.8;1243;0;16;7;2022;1
14;451.889;12.8;1243;0;16;7;2022;1
15;444.946;14.5;1243;0;16;7;2022;1
16;441.087;14.5;1243;0;16;7;2022;1
17;439.912;14.5;1243;0;16;7;2022;1
18;437.812;14.0;1030;0;16;7;2022;1
19;435.546;14.0;1030;0;16;7;2022;1
20;423.805;14.0;1030;0;16;7;2022;1
21;422.879;11.9;1030;0;16;7;2022;1
22;431.526;11.9;1030;0;16;7;2022;1
23;418.585;11.9;1030;0;16;7;2022;1
0;379.849;10.3;1030;0;17;7;2022;1
1;346.042;10.3;1030;0;17;7;2022;1
2;322.319;10.3;1030;0;17;7;2022;1
3;307.608;9.7;1009;0;17;7;2022;1
4;298.437;9.7;1009;0;17;7;2022;1
5;283.456;9.7;1009;0;17;7;2022;1
6;285.475;16.9;1009;0;17;7;2022;1
7;301.387;16.9;1009;0;17;7;2022;1
8;328.768;16.9;1009;0;17;7;2022;1
9;369.782;18.1;1189;0;17;7;2022;1
10;406.819;18.1;1189;0;17;7;2022;1
11;427.515;18.1;1189;0;17;7;2022;1
12;432.426;19.4;1189;0;17;7;2022;1
13;429.985;19.4;1189;0;17;7;2022;1
14;426.936;19.4;1189;0;17;7;2022;1
15;422.919;19.2;1003;0;17;7;2022;1
16;419.906;19.2;1003;0;17;7;2022;1
17;421.542;19.2;1003;0;17;7;2022;1
18;422.193;15.8;1003;0;17;7;2022;1
19;423.438;15.8;1003;0;17;7;2022;1
20;417.689;15.8;1003;0;17;7;2022;1
21;419.266;13.3;1003;0;17;7;2022;1
22;436.1;13.3;1003;0;17;7;2022;1
23;421.789;13.3;1003;0;17;7;2022;1
0;378.336;11.1;1030;0;18;7;2022;0
1;340.39;11.1;1030;0;18;7;2022;0
2;316.735;11.1;1030;0;18;7;2022;0
3;304.07;12.2;1030;0;18;7;2022;0
4;297.099;12.2;1030;0;18;7;2022;0
5;283.649;12.2;1030;0;18;7;2022;0
6;292.373;16.0;1009;0;18;7;2022;0
7;327.84;16.0;1009;0;18;7;2022;0
8;371.097;16.0;1243;0;18;7;2022;0
9;424.368;16.8;1243;0;18;7;2022;0
10;457.718;16.8;1243;0;18;7;2022;0
11;478.427;16.8;1243;0;18;7;2022;0
12;482.537;18.8;1009;0;18;7;2022;0
13;476.129;18.8;1009;0;18;7;2022;0
14;476.55;18.8;1009;0;18;7;2022;0
15;470.583;18.1;1009;0;18;7;2022;0
16;470.145;18.1;1009;0;18;7;2022;0
17;465.686;18.1;1189;0;18;7;2022;0
18;459.005;16.5;1189;0;18;7;2022;0
19;460.432;16.5;1189;0;18;7;2022;0
20;454.453;16.5;1189;0;18;7;2022;0
21;450.954;16.3;1030;0;18;7;2022;0
22;456.344;16.3;1030;0;18;7;2022;0
23;431.085;16.3;1030;0;18;7;2022;0
0;385.94;14.9;1003;0;19;7;2022;0
1;349.816;14.9;1003;0;19;7;2022;0
2;326.746;14.9;1003;0;19;7;2022;0
3;315.476;14.7;1003;0;19;7;2022;0
4;309.305;14.7;1003;0;19;7;2022;0
5;294.649;14.7;1003;0;19;7;2022;0
6;302.747;17.9;1006;0;19;7;2022;0
7;336.702;17.9;1006;0;19;7;2022;0
8;381.267;17.9;1006;0;19;7;2022;0
9;434.693;22.8;1000;0;19;7;2022;0
10;468.058;22.8;1000;0;19;7;2022;0
11;480.34;22.8;1000;0;19;7;2022;0
12;479.649;24.2;1000;0;19;7;2022;0
13;474.612;24.2;1000;0;19;7;2022;0
14;477.894;24.2;1000;0;19;7;2022;0
15;475.684;24.3;1000;0;19;7;2022;0
16;476.842;24.3;1000;0;19;7;2022;0
17;472.241;24.3;1000;0;19;7;2022;0
18;462.744;19.8;1000;1;19;7;2022;0
19;456.207;19.8;1000;1;19;7;2022;0
20;446.385;19.8;1000;1;19;7;2022;0
21;439.456;15.1;1000;1;19;7;2022;0
22;455.048;15.1;1000;1;19;7;2022;0
23;438.144;15.1;1000;1;19;7;2022;0
0;390.823;12.4;1000;0;20;7;2022;0
1;349.497;12.4;1000;0;20;7;2022;0
2;325.028;12.4;1000;0;20;7;2022;0
3;311.285;11.6;1135;0;20;7;2022;0
4;303.438;11.6;1135;0;20;7;2022;0
5;291.779;11.6;1135;0;20;7;2022;0
6;298.591;16.2;1030;0;20;7;2022;0
7;332.594;16.2;1030;0;20;7;2022;0
8;376.123;16.2;1030;0;20;7;2022;0
9;426.363;22.6;1003;0;20;7;2022;0
10;460.886;22.6;1003;0;20;7;2022;0
11;476.788;22.6;1003;0;20;7;2022;0
12;479.449;25.6;1000;0;20;7;2022;0
13;474.864;25.6;1000;0;20;7;2022;0
14;477.077;25.6;1000;0;20;7;2022;0
15;474.216;26.0;1000;0;20;7;2022;0
16;475.605;26.0;1000;0;20;7;2022;0
17;469.783;26.0;1000;0;20;7;2022;0
18;459.407;21.7;1000;0;20;7;2022;0
19;454.97;21.7;1000;0;20;7;2022;0
20;443.371;21.7;1000;0;20;7;2022;0
21;435.672;14.5;1000;0;20;7;2022;0
22;450.303;14.5;1000;0;20;7;2022;0
23;435.435;14.5;1000;0;20;7;2022;0
0;386.79;13.1;1000;0;21;7;2022;0
1;346.319;13.1;1000;0;21;7;2022;0
2;319.544;13.1;1000;0;21;7;2022;0
3;305.671;12.4;1000;0;21;7;2022;0
4;296.942;12.4;1000;0;21;7;2022;0
5;284.286;12.4;1000;0;21;7;2022;0
6;290.23;19.9;1000;0;21;7;2022;0
7;327.879;19.9;1000;0;21;7;2022;0
8;374.369;23.0;1000;0;21;7;2022;0
9;428.435;25.0;1000;0;21;7;2022;0
10;462.131;26.0;1000;0;21;7;2022;0
11;476.968;27.0;1000;0;21;7;2022;0
12;481.4;28.0;0;0;21;7;2022;0
13;474.966;29.0;0;0;21;7;2022;0
14;477.833;30.0;0;0;21;7;2022;0
15;478.019;30.8;0;0;21;7;2022;0
16;479.943;30.8;0;0;21;7;2022;0
17;474.783;30.8;0;0;21;7;2022;0
18;467.264;26.1;1000;0;21;7;2022;0
19;460.425;26.1;1000;0;21;7;2022;0
20;450.792;26.1;1000;0;21;7;2022;0
21;444.276;20.0;1000;0;21;7;2022;0
22;461.323;20.0;1000;0;21;7;2022;0
23;445.842;20.0;1000;0;21;7;2022;0
0;398.037;19.4;1000;0;22;7;2022;0
1;355.39;19.4;1000;0;22;7;2022;0
2;330.287;19.4;1000;0;22;7;2022;0
3;316.355;16.4;1030;0;22;7;2022;0
4;307.921;16.4;1030;0;22;7;2022;0
5;293.756;16.4;1030;0;22;7;2022;0
6;301.103;22.0;1000;0;22;7;2022;0
7;336.032;22.0;1000;0;22;7;2022;0
8;381.46;22.0;1000;0;22;7;2022;0
9;438.415;26.0;1000;0;22;7;2022;0
10;475.992;26.0;1000;0;22;7;2022;0
11;493.246;26.0;1000;0;22;7;2022;0
12;494.421;27.4;1000;0;22;7;2022;0
13;490.412;27.4;1000;0;22;7;2022;0
14;489.024;27.4;1000;0;22;7;2022;0
15;480.925;26.6;1000;0;22;7;2022;0
16;484.1;26.6;1000;0;22;7;2022;0
17;476.355;26.6;1000;0;22;7;2022;0
18;464.068;22.6;1000;0;22;7;2022;0
19;453.971;22.6;1000;0;22;7;2022;0
20;442.253;22.6;1000;0;22;7;2022;0
21;431.595;18.6;1000;0;22;7;2022;0
22;446.175;18.6;1000;0;22;7;2022;0
23;426.689;18.6;1000;0;22;7;2022;0
0;382.961;17.3;1009;0;23;7;2022;1
1;344.418;17.3;1009;0;23;7;2022;1
2;320.394;17.3;1009;0;23;7;2022;1
3;306.012;17.5;1009;0;23;7;2022;1
4;297.909;17.5;1009;0;23;7;2022;1
5;282.28;17.5;1009;0;23;7;2022;1
6;282.865;20.3;1009;0;23;7;2022;1
7;304.902;20.3;1009;0;23;7;2022;1
8;336.191;20.3;1009;0;23;7;2022;1
9;382.679;22.8;1009;0;23;7;2022;1
10;420.836;22.8;1009;0;23;7;2022;1
11;438.727;22.8;1009;0;23;7;2022;1
12;443.033;24.9;1003;0;23;7;2022;1
13;439.304;24.9;1003;0;23;7;2022;1
14;438.193;24.9;1003;0;23;7;2022;1
15;435.057;20.8;1003;0;23;7;2022;1
16;431.569;20.8;1003;0;23;7;2022;1
17;429.821;20.8;1003;0;23;7;2022;1
18;427.998;18.8;1183;0;23;7;2022;1
19;423.847;18.8;1183;0;23;7;2022;1
20;413.948;18.8;1183;0;23;7;2022;1
21;408.363;17.0;1003;0;23;7;2022;1
22;419.422;17.0;1003;0;23;7;2022;1
23;399.917;17.0;1003;0;23;7;2022;1
0;363.524;14.7;1009;0;24;7;2022;1
1;328.076;14.7;1009;0;24;7;2022;1
2;305.67;14.7;1009;0;24;7;2022;1
3;294.693;13.7;1009;0;24;7;2022;1
4;286.341;13.7;1009;0;24;7;2022;1
5;273.056;13.7;1009;0;24;7;2022;1
6;270.857;17.5;1003;0;24;7;2022;1
7;285.857;17.5;1003;0;24;7;2022;1
8;311.624;17.5;1003;0;24;7;2022;1
9;354.204;20.2;1003;0;24;7;2022;1
10;390.386;20.2;1003;0;24;7;2022;1
11;410.603;20.2;1003;0;24;7;2022;1
12;419.393;17.6;1003;0;24;7;2022;1
13;417.142;17.6;1003;0;24;7;2022;1
14;416.91;17.6;1003;0;24;7;2022;1
15;413.454;19.8;1189;0;24;7;2022;1
16;410.746;19.8;1189;0;24;7;2022;1
17;410.433;19.8;1189;0;24;7;2022;1
18;410.342;17.7;1189;0;24;7;2022;1
19;409.193;17.7;1189;0;24;7;2022;1
20;404.259;17.7;1189;0;24;7;2022;1
21;407.908;14.5;1009;0;24;7;2022;1
22;426.861;14.5;1009;0;24;7;2022;1
23;406.902;14.5;1009;0;24;7;2022;1
0;364.022;14.5;1030;0;25;7;2022;0
1;326.211;14.5;1030;0;25;7;2022;0
2;303.526;14.5;1030;0;25;7;2022;0
3;293.214;12.4;1030;0;25;7;2022;0
4;286.254;12.4;1030;0;25;7;2022;0
5;275.365;12.4;1030;0;25;7;2022;0
6;280.527;18.4;1000;0;25;7;2022;0
7;317.287;18.4;1000;0;25;7;2022;0
8;362.59;18.4;1000;0;25;7;2022;0
9;416.527;23.1;1000;0;25;7;2022;0
10;450.669;23.1;1000;0;25;7;2022;0
11;464.514;23.1;1000;0;25;7;2022;0
12;465.54;25.2;1000;0;25;7;2022;0
13;462.746;25.2;1000;0;25;7;2022;0
14;470.63;25.2;1000;0;25;7;2022;0
15;469.071;26.0;1000;0;25;7;2022;0
16;470.702;26.0;1000;0;25;7;2022;0
17;465.52;26.0;1000;0;25;7;2022;0
18;456.275;22.6;1000;0;25;7;2022;0
19;448.82;22.6;1000;0;25;7;2022;0
20;438.273;22.6;1000;0;25;7;2022;0
21;430.504;18.2;1000;0;25;7;2022;0
22;445.918;18.2;1000;0;25;7;2022;0
23;425.013;18.2;1000;0;25;7;2022;0
0;378.885;17.3;1006;0;26;7;2022;0
1;337.165;17.3;1006;0;26;7;2022;0
2;312.555;17.3;1006;0;26;7;2022;0
3;301.016;17.7;1006;0;26;7;2022;0
4;293.745;17.7;1006;0;26;7;2022;0
5;281.308;17.7;1006;0;26;7;2022;0
6;286.9;21.1;1009;0;26;7;2022;0
7;321.067;21.1;1153;0;26;7;2022;0
8;366.159;21.1;1009;0;26;7;2022;0
9;420.395;18.7;1189;0;26;7;2022;0
10;453.618;18.7;1189;0;26;7;2022;0
11;473.082;18.7;1189;0;26;7;2022;0
12;474.94;17.6;1189;0;26;7;2022;0
13;471.089;17.6;1189;0;26;7;2022;0
14;471.008;17.6;1189;0;26;7;2022;0
15;465.112;20.2;1009;0;26;7;2022;0
16;465.243;20.2;1009;0;26;7;2022;0
17;459.831;20.2;1009;0;26;7;2022;0
18;450.315;19.2;1006;0;26;7;2022;0
19;444.458;19.2;1006;0;26;7;2022;0
20;436.013;19.2;1006;0;26;7;2022;0
21;428.804;16.8;1006;0;26;7;2022;0
22;442.42;16.8;1006;0;26;7;2022;0
23;414.912;16.8;1006;0;26;7;2022;0
0;371.627;13.8;1009;0;27;7;2022;0
1;332.882;13.8;1009;0;27;7;2022;0
2;309.944;13.8;1009;0;27;7;2022;0
3;299.581;11.9;1009;0;27;7;2022;0
4;293.005;11.9;1009;0;27;7;2022;0
5;281.179;11.9;1009;0;27;7;2022;0
6;285.429;17.3;1009;0;27;7;2022;0
7;318.768;17.3;1009;0;27;7;2022;0
8;363.209;17.3;1009;0;27;7;2022;0
9;413.478;18.9;1009;0;27;7;2022;0
10;442.41;18.9;1009;0;27;7;2022;0
11;455.436;18.9;1009;0;27;7;2022;0
12;450.809;19.2;1009;0;27;7;2022;0
13;447.061;19.2;1009;0;27;7;2022;0
14;450.28;19.2;1009;0;27;7;2022;0
15;449.889;18.0;1009;3;27;7;2022;0
16;448.869;18.0;1009;3;27;7;2022;0
17;443.941;18.0;1009;3;27;7;2022;0
18;437.234;15.6;1009;3;27;7;2022;0
19;436.307;15.6;1009;3;27;7;2022;0
20;428.426;15.6;1009;3;27;7;2022;0
21;426.274;13.9;1009;3;27;7;2022;0
22;436.357;13.9;1009;3;27;7;2022;0
23;411.853;13.9;1009;3;27;7;2022;0
0;367.953;12.8;1189;3;28;7;2022;0
1;330.657;12.8;1189;3;28;7;2022;0
2;308.53;12.8;1189;3;28;7;2022;0
3;299.297;13.4;1189;3;28;7;2022;0
4;292.293;13.4;1189;3;28;7;2022;0
5;283.064;13.4;1189;3;28;7;2022;0
6;286.309;15.7;1189;0;28;7;2022;0
7;319.827;15.7;1189;0;28;7;2022;0
8;362.262;15.7;1189;0;28;7;2022;0
9;415.215;17.7;1009;0;28;7;2022;0
10;446.264;17.7;1243;0;28;7;2022;0
11;460.554;17.7;1243;0;28;7;2022;0
12;463.132;18.1;1243;3;28;7;2022;0
13;462.493;18.1;1243;3;28;7;2022;0
14;462.209;18.1;1243;3;28;7;2022;0
15;457.815;18.7;1003;3;28;7;2022;0
16;457.8;18.7;1003;0;28;7;2022;0
17;454.525;18.7;1003;0;28;7;2022;0
18;445.746;17.0;1003;0;28;7;2022;0
19;442.398;17.0;1003;0;28;7;2022;0
20;428.863;17.0;1003;0;28;7;2022;0
21;421.941;11.9;1003;0;28;7;2022;0
22;439.695;11.9;1003;0;28;7;2022;0
23;417.288;11.9;1003;0;28;7;2022;0
0;372.786;9.4;1135;0;29;7;2022;0
1;333.769;9.4;1135;0;29;7;2022;0
2;310.507;9.4;1135;0;29;7;2022;0
3;298.789;8.8;1135;0;29;7;2022;0
4;293.668;8.8;1135;0;29;7;2022;0
5;281.845;8.8;1135;0;29;7;2022;0
6;286.278;14.6;1009;0;29;7;2022;0
7;320.729;14.6;1009;0;29;7;2022;0
8;362.851;14.6;1009;0;29;7;2022;0
9;412.971;20.0;1009;0;29;7;2022;0
10;440.691;20.0;1009;0;29;7;2022;0
11;456.817;20.0;1009;0;29;7;2022;0
12;458.132;20.5;1003;0;29;7;2022;0
13;451.435;20.5;1003;0;29;7;2022;0
14;454.524;20.5;1003;0;29;7;2022;0
15;451.574;20.6;1003;0;29;7;2022;0
16;451.08;20.6;1003;0;29;7;2022;0
17;443.518;20.6;1003;0;29;7;2022;0
18;436.012;17.4;1003;0;29;7;2022;0
19;430.504;17.4;1003;0;29;7;2022;0
20;420.472;17.4;1003;0;29;7;2022;0
21;417.38;12.7;1003;0;29;7;2022;0
22;435.108;12.7;1003;0;29;7;2022;0
23;413.86;12.7;1003;0;29;7;2022;0
0;375.03;10.9;1006;0;30;7;2022;1
1;336.415;10.9;1006;0;30;7;2022;1
2;312.564;10.9;1006;0;30;7;2022;1
3;300.409;8.9;1006;0;30;7;2022;1
4;292.503;8.9;1006;0;30;7;2022;1
5;277.897;8.9;1006;0;30;7;2022;1
6;277.002;16.4;1003;0;30;7;2022;1
7;297.685;16.4;1003;0;30;7;2022;1
8;331.646;16.4;1003;0;30;7;2022;1
9;377.146;21.7;1003;0;30;7;2022;1
10;414.134;21.7;1003;0;30;7;2022;1
11;434.517;21.7;1003;0;30;7;2022;1
12;435.783;23.3;1003;3;30;7;2022;1
13;431.658;23.3;1003;3;30;7;2022;1
14;426.406;23.3;1003;3;30;7;2022;1
15;420.468;22.6;1003;3;30;7;2022;1
16;418.561;22.6;1003;3;30;7;2022;1
17;415.402;22.6;1003;3;30;7;2022;1
18;415.321;18.6;1003;3;30;7;2022;1
19;411.811;18.6;1003;3;30;7;2022;1
20;402.97;18.6;1003;3;30;7;2022;1
21;401.936;16.3;1003;3;30;7;2022;1
22;421.786;16.3;1003;3;30;7;2022;1
23;399.961;16.3;1003;3;30;7;2022;1
0;361.879;15.1;1006;3;31;7;2022;1
1;327.068;15.1;1006;3;31;7;2022;1
2;303.717;15.1;1006;3;31;7;2022;1
3;290.819;15.1;1006;3;31;7;2022;1
4;284.343;15.1;1006;3;31;7;2022;1
5;271.236;15.1;1006;3;31;7;2022;1
6;266.494;15.8;1006;0;31;7;2022;1
7;283.799;15.8;1006;0;31;7;2022;1
8;308.699;15.8;1006;0;31;7;2022;1
9;347.646;17.4;1189;0;31;7;2022;1
10;385.152;17.4;1189;0;31;7;2022;1
11;408.711;17.4;1189;0;31;7;2022;1
12;418.2;17.7;1189;0;31;7;2022;1
13;418.9;17.7;1189;0;31;7;2022;1
14;416.619;17.7;1189;0;31;7;2022;1
15;415.103;15.7;1009;0;31;7;2022;1
16;416.023;15.7;1009;0;31;7;2022;1
17;416.799;15.7;1009;0;31;7;2022;1
18;418.846;15.3;1009;0;31;7;2022;1
19;420.709;15.3;1009;0;31;7;2022;1
20;418.903;15.3;1009;0;31;7;2022;1
21;419.16;16.1;1009;0;31;7;2022;1
22;426.14;16.1;1009;0;31;7;2022;1
23;397.472;16.1;1009;0;31;7;2022;1
0;356.158;16.0;1030;0;1;8;2022;0
1;322.04;16.0;1030;0;1;8;2022;0
2;301.173;16.0;1030;0;1;8;2022;0
3;289.898;15.9;1030;0;1;8;2022;0
4;284.077;15.9;1030;0;1;8;2022;0
5;274.975;15.9;1030;0;1;8;2022;0
6;278.948;18.1;1003;0;1;8;2022;0
7;313.544;18.1;1003;0;1;8;2022;0
8;357.945;18.1;1003;0;1;8;2022;0
9;409.25;21.2;1003;0;1;8;2022;0
10;442.037;21.2;1003;0;1;8;2022;0
11;459.622;21.2;1003;0;1;8;2022;0
12;463.145;22.2;1003;0;1;8;2022;0
13;459.755;22.2;1003;0;1;8;2022;0
14;459.248;22.2;1003;0;1;8;2022;0
15;453.871;22.1;1000;0;1;8;2022;0
16;450.424;22.1;1000;0;1;8;2022;0
17;447.104;22.1;1000;0;1;8;2022;0
18;438.988;19.3;1000;0;1;8;2022;0
19;435.676;19.3;1000;0;1;8;2022;0
20;427.144;19.3;1000;0;1;8;2022;0
21;426.421;13.2;1000;0;1;8;2022;0
22;439.149;13.2;1000;0;1;8;2022;0
23;413.93;13.2;1000;0;1;8;2022;0
0;367.759;11.9;1135;0;2;8;2022;0
1;330.032;11.9;1135;0;2;8;2022;0
2;307.594;11.9;1135;0;2;8;2022;0
3;295.838;11.3;1009;0;2;8;2022;0
4;289.01;11.3;1009;0;2;8;2022;0
5;280.367;11.3;1009;0;2;8;2022;0
6;282.211;16.2;1183;0;2;8;2022;0
7;314.824;16.2;1183;0;2;8;2022;0
8;359.368;16.2;1009;0;2;8;2022;0
9;413.458;22.2;1009;0;2;8;2022;0
10;446.033;22.2;1009;0;2;8;2022;0
11;460.035;22.2;1009;0;2;8;2022;0
12;460.745;22.2;1003;0;2;8;2022;0
13;455.354;22.2;1003;0;2;8;2022;0
14;460.335;22.2;1003;0;2;8;2022;0
15;457.119;21.4;1003;0;2;8;2022;0
16;453.993;21.4;1003;0;2;8;2022;0
17;450.568;21.4;1003;0;2;8;2022;0
18;442.883;18.0;1000;0;2;8;2022;0
19;437.178;18.0;1000;0;2;8;2022;0
20;428.423;18.0;1000;0;2;8;2022;0
21;428.523;11.0;1000;0;2;8;2022;0
22;438.209;11.0;1000;0;2;8;2022;0
23;413.323;11.0;1000;0;2;8;2022;0
0;367.637;10.4;1135;0;3;8;2022;0
1;329.014;10.4;1135;0;3;8;2022;0
2;307.382;10.4;1135;0;3;8;2022;0
3;297.374;11.6;1030;0;3;8;2022;0
4;291.239;11.6;1030;0;3;8;2022;0
5;282.844;11.6;1030;0;3;8;2022;0
6;283.76;17.2;1000;0;3;8;2022;0
7;317.598;17.2;1000;0;3;8;2022;0
8;365.281;17.2;1000;0;3;8;2022;0
9;418.612;25.3;1000;0;3;8;2022;0
10;450.061;25.3;1000;0;3;8;2022;0
11;467.93;25.3;1000;0;3;8;2022;0
12;472.257;28.1;1000;0;3;8;2022;0
13;468.344;28.1;1000;0;3;8;2022;0
14;472.136;28.1;1000;0;3;8;2022;0
15;470.81;28.6;1000;0;3;8;2022;0
16;467.553;28.6;1000;0;3;8;2022;0
17;466.535;28.6;1000;0;3;8;2022;0
18;456.172;23.4;1000;0;3;8;2022;0
19;451.264;23.4;1000;0;3;8;2022;0
20;439.234;23.4;1000;0;3;8;2022;0
21;441.411;18.0;1030;0;3;8;2022;0
22;447.414;18.0;1030;0;3;8;2022;0
23;422.89;18.0;1030;0;3;8;2022;0
0;376.758;17.0;1000;0;4;8;2022;0
1;334.278;17.0;1000;0;4;8;2022;0
2;309.495;17.0;1000;0;4;8;2022;0
3;297.014;15.3;1000;0;4;8;2022;0
4;291.406;15.3;1000;0;4;8;2022;0
5;281.916;15.3;1000;0;4;8;2022;0
6;284.226;20.3;1000;0;4;8;2022;0
7;321.033;20.3;1000;0;4;8;2022;0
8;368.254;20.3;1000;0;4;8;2022;0
9;422.833;27.9;1000;0;4;8;2022;0
10;459.698;27.9;1000;0;4;8;2022;0
11;475.588;27.9;1000;0;4;8;2022;0
12;479.796;30.2;1000;0;4;8;2022;0
13;476.553;30.2;1000;0;4;8;2022;0
14;480.437;30.2;1000;0;4;8;2022;0
15;479.072;30.1;1000;0;4;8;2022;0
16;476.727;30.1;1000;0;4;8;2022;0
17;475.23;30.1;1000;0;4;8;2022;0
18;465.109;25.1;1000;0;4;8;2022;0
19;456.805;25.1;1000;0;4;8;2022;0
20;446.086;25.1;1000;0;4;8;2022;0
21;446.369;21.0;1000;0;4;8;2022;0
22;456.755;21.0;1000;0;4;8;2022;0
23;432.133;21.0;1000;0;4;8;2022;0
0;387.619;20.0;1000;0;5;8;2022;0
1;349.242;20.0;1000;0;5;8;2022;0
2;324.179;20.0;1000;0;5;8;2022;0
3;312.54;15.9;1000;0;5;8;2022;0
4;306.566;15.9;1000;0;5;8;2022;0
5;297.139;15.9;1000;0;5;8;2022;0
6;297.571;21.5;1000;0;5;8;2022;0
7;334.43;21.5;1000;0;5;8;2022;0
8;380.14;21.5;1000;0;5;8;2022;0
9;434.421;28.0;1000;0;5;8;2022;0
10;470.347;28.0;1000;0;5;8;2022;0
11;486.063;28.0;1000;0;5;8;2022;0
12;491.522;30.1;1000;0;5;8;2022;0
13;488.541;30.1;1000;0;5;8;2022;0
14;489.977;30.1;1000;0;5;8;2022;0
15;489.057;30.1;1000;0;5;8;2022;0
16;483.332;30.1;1000;0;5;8;2022;0
17;481.2;30.1;1000;0;5;8;2022;0
18;470.505;25.8;1000;3;5;8;2022;0
19;463.195;25.8;1000;3;5;8;2022;0
20;450.963;25.8;1000;3;5;8;2022;0
21;451.567;21.0;1000;3;5;8;2022;0
22;460.154;21.0;1000;3;5;8;2022;0
23;436.851;21.0;1000;3;5;8;2022;0
0;395.081;20.0;1189;3;6;8;2022;1
1;356.579;20.0;1189;3;6;8;2022;1
2;334.776;20.0;1189;3;6;8;2022;1
3;321.82;18.3;1189;3;6;8;2022;1
4;312.726;18.3;1189;3;6;8;2022;1
5;303.631;18.3;1189;3;6;8;2022;1
6;294.538;17.9;1189;0;6;8;2022;1
7;308.666;17.9;1189;0;6;8;2022;1
8;337.189;17.9;1189;0;6;8;2022;1
9;381.338;18.8;1009;0;6;8;2022;1
10;417.239;18.8;1009;0;6;8;2022;1
11;437.232;18.8;1009;0;6;8;2022;1
12;442.643;19.3;1003;0;6;8;2022;1
13;438.345;19.3;1003;0;6;8;2022;1
14;435.848;19.3;1003;0;6;8;2022;1
15;430.831;19.3;1003;3;6;8;2022;1
16;427.045;19.3;1003;3;6;8;2022;1
17;427.068;19.3;1003;3;6;8;2022;1
18;424.85;16.3;1006;3;6;8;2022;1
19;420.946;16.3;1006;3;6;8;2022;1
20;413.197;16.3;1006;3;6;8;2022;1
21;416.073;11.9;1006;3;6;8;2022;1
22;426.995;11.9;1006;3;6;8;2022;1
23;404.376;11.9;1006;3;6;8;2022;1
0;368.38;10.6;1003;0;7;8;2022;1
1;336.165;10.6;1003;0;7;8;2022;1
2;313.277;10.6;1003;0;7;8;2022;1
3;301.499;12.0;1003;0;7;8;2022;1
4;294.931;12.0;1003;0;7;8;2022;1
5;285.118;12.0;1003;0;7;8;2022;1
6;278.572;16.0;1003;0;7;8;2022;1
7;294.717;16.0;1003;0;7;8;2022;1
8;324.42;16.0;1003;0;7;8;2022;1
9;369.684;20.1;1003;0;7;8;2022;1
10;405.779;20.1;1003;0;7;8;2022;1
11;427.837;20.1;1003;0;7;8;2022;1
12;430.693;20.3;1003;0;7;8;2022;1
